"popularity","acousticness","danceability","duration_ms","energy","instrumentalness","liveness","loudness","speechiness","tempo","valence","music_genre"
-0.7739388916416693,1.4180435077766806,-1.1259873797976865,-0.09339849452062059,-0.20906086186516334,-0.4597773994371757,-0.6262522798632586,0.1653644457265512,-0.1831706203152352,0.8663487542184772,-1.5152892468726993,"Electronic"
1.5850866290639816,-0.054112896323302545,-0.301088858223362,-1.70098312258288,0.28889103514373865,-0.5490136022905376,-0.11091402147443721,0.9240447353181154,-0.5940824117981598,0.6883919736008581,-0.3904769892669562,"Rock"
0.43745259196393527,0.6760766801102893,-0.5423857046702731,1.090601129411848,-0.7222173969506724,-0.5490136022905376,-0.4619960466541695,0.26786646785485146,-0.6753091612773426,-0.5238431643610226,-0.47180831664264244,"Anime"
-1.4115133566972506,1.9833515669510744,-2.231463629798651,-1.70098312258288,-1.9043780074069196,-0.09971244107081297,-0.619982957985049,-1.8264813004053213,-0.47367570080548893,-2.318980844756808,-1.5551415972867857,"Anime"
-1.7940580357305993,1.9539084388690748,-0.5031048226905437,-0.8069348455918538,-1.6497003196237408,2.4151260029784796,-0.48707333416700743,-1.7059587614834975,-0.595038020615562,-0.5981656578733476,-1.3176541213497812,"Anime"
1.0112696105139585,-0.8520216673454933,0.35546302629497767,0.5799741853724742,0.27368639706713055,-0.5489568156159946,-0.7039918711530564,0.4343495908922682,-0.6743535524599404,-2.318980844756808,1.0206215407012036,"Rock"
-1.0289686776639018,-0.7778249845788542,-1.1596567072088833,-0.1432739365544059,0.9730997485910841,1.7318138202901483,-0.59427873828439,0.18553419846792654,-0.23764032290715775,0.4324998004807317,-1.6303730751092957,"Electronic"
-1.09272612416946,2.012794695033074,-0.8454096513710455,-1.70098312258288,-2.1123014331045296,2.5212109993775815,-0.6137136361068395,-2.874812465430405,-0.46889765671847816,0.2932311465496498,-0.540939944911976,"Classical"
-0.07260698008052982,1.2884937442158826,0.6360407547216188,-0.8489649735293309,-0.08742375725230178,2.2372776266623386,-0.6043096532895252,-0.14528281165905538,1.8083181551508454,-0.30700470889667775,2.057595964741205,"Electronic"
-1.156483570675018,0.44053165545429196,-0.13835377573591015,0.5271015700363482,0.7450301774419691,-0.5490136022905376,0.38436240690411383,0.1929738613643354,-0.5396127092062373,-2.318980844756808,0.1869754351004175,"Anime"
0.5012100384694934,1.7124747885966773,-0.6265590231982654,-1.70098312258288,-1.505256257895968,-0.07163111849458013,-0.5497665529491026,-1.5955210989323612,-0.5931268029807577,-0.04653189598542699,0.21544139968190779,"Alternative"
0.309937698952819,0.045993739155496406,-1.4570690993411226,0.3317354363804059,-0.20906086186516334,-0.5490136022905376,-0.7729544118133609,0.53354509617772,-0.5023439653275533,1.9343905128400398,0.45130224907139815,"Country"
-0.20012187309164609,-0.44570649981389804,-0.3403697402030918,-0.24860095699842455,2.911688192458861e-6,-0.5450510156603362,-0.530958587314474,0.27563678243554524,-0.6370848085812566,0.7133381809140228,-1.1915905639174673,"Country"
-0.5826665521249949,1.9715743157182746,-2.6315674705350416,1.0368069026468367,-2.259900457233199,2.3433626230614406,-0.6826761767671441,-3.030549408728565,-0.5291010122148136,-0.4445744400883284,-1.7352904874239312,"Classical"
-1.6665431427194832,-0.6114713109155561,0.15905861639632948,0.376855673226498,0.18625972812663671,-0.5490136022905376,0.6163273163978654,0.701350825952276,-0.5682809737283018,1.2948213701732134,0.18290886873163317,"Anime"
0.6924823779861677,-0.6998006951615551,1.051295792793047,0.5059354857074141,-0.44473275205258217,-0.5490136022905376,0.6915591789363795,0.5598319050783647,-0.2099276672024954,-0.7068537024946705,-0.7117357324009176,"Rap"
0.24618025244726086,1.1059463501074844,1.05690734736158,-0.18254697483908372,-0.501750144839861,-0.5489767845564932,0.0019337723333339941,0.009462176586249468,-0.3427572928213943,0.262069892759326,0.0893778422495937,"Alternative"
1.3300568430417492,-0.6774239178192354,1.3599312940623518,-0.3029295634995121,0.45234089446727094,-0.06851097154166538,-0.7848661233819589,0.6658057698916557,-0.2567524992552008,0.025747589169354653,1.7282040888696752,"Rock"
1.0750270570195166,-0.3544328027596991,0.30495903517818224,0.5462075817595389,0.8210533678250072,-0.549009078077456,-0.9008485781288348,-0.19223535082750268,-0.21088327601989756,0.15682270431912956,0.028379346717829067,"Jazz"
0.1824228059417027,-0.4957598175532974,-0.828574987665447,-0.2725551095155826,0.372516544565081,-0.5490136022905376,-0.5980403314113157,0.7125929832179605,-0.5959936294329641,1.5195737948541481,-0.20748150267166177,"Alternative"
-0.4551516591138786,0.522972414083891,0.35546302629497767,-0.22092163559644493,0.23947596139476365,-0.5489969719072787,1.738535932597367,-0.2327401821523954,0.7571484560084805,-0.4251336026649657,1.9071330090961855,"Jazz"
